event_day,symbol,strike,expiration,call_put,price,size,size_count,total_size,millionD
180119,FB    ,140.000,180921,C,46.25,4,28,112,0.518
180119,FB    ,140.000,180921,C,46.22,3,35,105,0.485
180119,FB    ,135.000,180921,C,50.59,10,25,250,1.265
180119,FB    ,135.000,180921,C,50.55,5,23,115,0.581
180202,FB    ,300.000,190118,P,109.12,4,29,116,1.266
180205,FB    ,250.000,190118,P,61.86,10,46,460,2.845
180307,FB    ,100.000,190118,C,84.61,6,89,534,4.518
180307,FB    ,100.000,190118,C,84.05,3,96,288,2.421
180307,FB    ,100.000,190118,C,84.37,4,64,256,2.160
180110,FCAU  ,15.000,190118,C,8.33,2,69,138,0.115
180308,FCAU  ,15.000,190118,C,7.50,10,20,200,0.150
180214,FL    ,40.000,180518,C,8.99,2,172,344,0.309
180214,FL    ,40.000,180518,C,8.70,10,31,310,0.270
180214,FL    ,40.000,180518,C,8.99,1,183,183,0.165
180214,FL    ,40.000,180518,C,8.94,6,22,132,0.118
180214,FL    ,40.000,180518,C,9.02,4,32,128,0.116
180201,FOSL  ,8.000,190118,C,2.16,10,21,210,0.045
180226,FTR   ,8.000,200117,C,2.56,5,28,140,0.036
180110,GE    ,15.000,200117,C,5.25,10,33,330,0.173
180119,GE    ,15.000,200117,C,3.56,10,23,230,0.082
180205,GE    ,15.000,200117,C,3.07,10,21,210,0.064
180319,GE    ,25.000,190118,P,10.93,1,104,104,0.114
180319,GE    ,10.000,200117,C,5.07,30,27,810,0.410
180319,GE    ,10.000,200117,C,5.09,10,55,550,0.280
180319,GE    ,10.000,200117,C,5.09,5,36,180,0.092
180320,GE    ,10.000,200117,C,4.77,30,23,690,0.329
180327,GE    ,10.000,200117,C,4.64,25,24,600,0.278
180226,GNC   ,2.500,190118,P,0.60,5,21,105,0.006
180302,GOOG  ,700.000,200117,C,411.60,5,34,170,6.997
180112,GPRO  ,6.000,180720,P,1.22,5,27,135,0.016
180110,HL    ,4.000,190118,C,0.92,10,26,260,0.024
180110,HL    ,4.000,190118,C,0.93,5,25,125,0.012
180111,IBM   ,250.000,190118,P,87.76,10,58,580,5.090
180119,IBM   ,250.000,190118,P,89.91,10,53,530,4.765
180131,IBM   ,230.000,190118,P,68.57,10,94,940,6.446
180131,IBM   ,230.000,190118,P,68.55,5,21,105,0.720
180308,INCY  ,100.000,200117,C,21.56,20,31,620,1.337
180308,INCY  ,100.000,200117,C,21.77,10,40,400,0.871
180308,INCY  ,100.000,200117,C,21.77,5,59,295,0.642
180110,INSY  ,10.000,180817,C,2.11,10,23,230,0.049
180119,INTC  ,65.000,200117,P,21.43,10,26,260,0.557
180315,JDST  ,45.000,190118,C,21.70,10,23,230,0.499
180315,JDST  ,45.000,190118,C,21.58,1,164,164,0.354
180315,JDST  ,45.000,190118,C,21.59,7,21,147,0.317
180315,JDST  ,45.000,190118,C,21.76,5,26,130,0.283
180207,JKS   ,27.000,180921,P,10.28,10,28,280,0.288
180214,JKS   ,20.000,190118,C,4.00,1,110,110,0.044
180302,JKS   ,18.000,190118,C,4.35,1,193,193,0.084
180104,JNUG  ,13.000,180615,C,6.76,20,53,1060,0.717
180119,JUNO  ,100.000,180518,P,31.14,5,28,140,0.436
180322,KMI   ,20.000,200117,P,5.77,5,25,125,0.072
180119,KNDI  ,7.000,190118,C,1.59,10,27,270,0.043
180125,KODK  ,7.500,180720,C,2.37,10,41,410,0.097
180125,KODK  ,7.500,180720,C,2.33,5,24,120,0.028
180207,LABD  ,4.000,200117,P,2.14,1,109,109,0.023
180301,LYG   ,3.000,180720,C,0.86,10,26,260,0.022
180302,LYG   ,3.000,180720,C,0.80,4,36,144,0.012
180116,M     ,18.000,200117,C,9.95,5,20,100,0.099
180223,MARK  ,10.000,180720,P,4.72,7,52,364,0.172
180223,MARK  ,10.000,180720,P,4.72,3,44,132,0.062
180208,MBI   ,10.000,190118,P,4.15,10,32,320,0.133
180209,MITK  ,7.500,180720,C,1.54,10,27,270,0.042
180209,MITK  ,7.500,180720,C,1.61,4,32,128,0.021
180209,MITK  ,7.500,180720,C,1.54,5,25,125,0.019
180111,MOMO  ,20.000,190118,C,9.46,5,21,105,0.099
180201,MSFT  ,80.000,190118,C,18.01,10,24,240,0.432
180206,MU    ,45.000,200117,C,10.57,10,26,260,0.275
180209,MU    ,25.000,190118,C,15.13,5,26,130,0.197
180124,MUX   ,4.000,190118,P,1.80,5,26,130,0.023
180124,MUX   ,3.000,190118,P,1.08,1,301,301,0.033
180125,MUX   ,4.000,190118,P,1.83,25,66,1650,0.302
180125,MUX   ,4.000,190118,P,1.83,10,45,450,0.082
180125,MUX   ,4.000,190118,P,1.85,1,151,151,0.028
180126,MUX   ,4.000,190118,P,1.88,1,118,118,0.022
180216,NTAP  ,55.000,200117,C,11.67,4,36,144,0.168
180216,NTAP  ,55.000,200117,C,11.80,3,34,102,0.120
180305,NUAN  ,14.000,180720,C,3.08,4,58,232,0.071
180305,NUAN  ,14.000,180720,C,3.08,2,89,178,0.055
180305,NUAN  ,14.000,180720,C,3.07,1,107,107,0.033
180306,NVDA  ,225.000,190118,C,46.50,2,75,150,0.697
180313,NVDA  ,225.000,190118,C,50.94,2,61,122,0.621
180314,NVDA  ,225.000,190118,C,49.79,2,51,102,0.508
180329,NVDA  ,200.000,180921,C,44.01,1,257,257,1.131
180214,OMER  ,17.000,190118,P,8.00,20,20,400,0.320
180214,OMER  ,17.000,190118,P,7.68,5,20,100,0.077
180214,OMER  ,12.000,180518,P,2.58,5,55,275,0.071
180109,OSTK  ,90.000,180615,P,23.30,5,28,140,0.326
180316,OSTK  ,70.000,180921,P,29.87,10,61,610,1.822
180316,OSTK  ,70.000,180921,P,29.10,20,26,520,1.513
180316,OSTK  ,70.000,180921,P,29.98,1,147,147,0.441
180316,OSTK  ,70.000,180921,P,29.87,5,21,105,0.314
180116,P     ,5.000,190118,C,1.14,10,21,210,0.024
180116,P     ,5.000,190118,C,1.14,5,23,115,0.013
180305,PBR   ,12.000,180720,C,3.18,2,67,134,0.043
180305,PBR   ,12.000,180720,C,3.18,4,33,132,0.042
180116,PFE   ,20.000,200117,C,16.92,7,36,252,0.426
180308,PRTA  ,40.000,180615,C,9.64,1,237,237,0.228
180308,PRTA  ,40.000,180615,C,9.40,4,28,112,0.105
180207,PYPL  ,62.500,190118,C,18.88,10,25,250,0.472
180223,PYPL  ,60.000,180615,C,19.17,1,113,113,0.217
180313,QCOM  ,55.000,200117,C,11.23,10,25,250,0.281
180307,QD    ,7.500,180817,C,8.30,10,21,210,0.174
180102,QQQ   ,105.000,180420,C,53.24,10,96,960,5.111
180221,QQQ   ,115.000,200117,C,56.58,10,23,230,1.301
180222,QQQ   ,215.000,180615,P,49.17,20,33,660,3.245
180222,QQQ   ,215.000,180615,P,49.19,10,23,230,1.131
180328,QQQ   ,133.000,180921,C,28.71,10,22,220,0.632
180206,RACE  ,110.000,200117,C,33.76,2,77,154,0.520
180302,RACE  ,110.000,200117,C,31.20,2,52,104,0.324
180309,RACE  ,110.000,200117,C,33.73,2,62,124,0.418
180103,RENN  ,12.000,180420,C,2.90,10,21,210,0.061
180103,RENN  ,11.000,180420,C,4.02,10,30,300,0.121
180119,RIOT  ,30.000,180615,P,16.40,10,23,230,0.377
180316,RUSL  ,50.000,180921,C,15.12,4,35,140,0.212
180316,RUSL  ,50.000,180921,C,15.13,2,50,100,0.151
180307,SFIX  ,27.000,180615,P,7.03,10,23,230,0.162
180116,SIRI  ,8.000,180615,P,2.66,10,30,300,0.080
180123,SIRI  ,9.000,180615,P,3.46,10,25,250,0.087
180125,SIRI  ,9.000,180615,P,3.32,10,21,210,0.070
180207,SNAP  ,18.000,190118,C,5.05,5,116,580,0.293
180207,SNAP  ,18.000,190118,C,5.16,6,35,210,0.108
180207,SNAP  ,15.000,190118,C,6.68,5,163,815,0.544
180207,SNAP  ,15.000,190118,C,6.36,6,35,210,0.133
180207,SNAP  ,15.000,190118,C,6.12,10,21,210,0.129
180207,SNAP  ,15.000,190118,C,6.27,4,36,144,0.090
180207,SNAP  ,15.000,190118,C,6.17,2,54,108,0.067
180207,SNAP  ,15.000,190118,C,5.92,3,34,102,0.060
180309,SNAP  ,15.000,190118,C,4.90,10,28,280,0.137
180207,SOGO  ,17.500,180720,P,8.11,10,24,240,0.195
180124,SPWR  ,15.000,190118,P,7.92,10,21,210,0.166
180212,SPXU  ,11.000,200117,P,2.99,10,49,490,0.147
180102,SPY   ,230.000,191220,C,50.33,7,50,350,1.762
180102,SPY   ,230.000,191220,C,50.33,1,120,120,0.604
180102,SPY   ,220.000,191220,C,57.97,7,23,161,0.933
180102,SPY   ,210.000,191220,C,66.04,7,50,350,2.311
180102,SPY   ,210.000,191220,C,66.02,1,102,102,0.673
180105,SPY   ,210.000,180420,C,63.33,10,32,320,2.026
180108,SPY   ,225.000,180420,C,49.67,10,31,310,1.540
180108,SPY   ,214.000,180921,C,62.00,10,27,270,1.674
180108,SPY   ,214.000,180921,C,62.00,5,24,120,0.744
180110,SPY   ,30.000,180615,C,244.23,10,21,210,5.129
180206,SPY   ,220.000,180518,C,47.98,10,32,320,1.535
180308,SQ    ,70.000,180615,P,18.41,5,21,105,0.193
180326,SQQQ  ,20.000,180921,P,4.70,10,20,200,0.094
180207,SVXY  ,15.000,190118,C,3.92,20,23,460,0.180
180209,SVXY  ,15.000,200117,C,4.34,10,23,230,0.100
180228,SWN   ,3.000,180921,C,1.04,10,27,270,0.028
180228,SWN   ,3.000,180921,C,1.04,6,20,120,0.012
180129,TBT   ,31.000,190118,C,6.50,10,20,200,0.130
180212,TEVA  ,17.500,200117,C,5.78,3,48,144,0.083
180206,TTD   ,55.000,190118,P,14.82,10,20,200,0.296
180208,TWTR  ,25.000,190118,C,10.03,10,27,270,0.271
180215,TWTR  ,30.000,200117,C,10.66,10,33,330,0.352
180316,TWTR  ,30.000,180921,C,8.58,2,56,112,0.096
180316,TWTR  ,30.000,180921,C,8.61,1,108,108,0.093
180105,TZA   ,20.000,190118,P,9.29,1,106,106,0.098
180105,TZA   ,16.000,200117,P,6.90,1,120,120,0.083
180316,TZA   ,10.000,190118,C,2.16,10,47,470,0.101
180316,TZA   ,10.000,190118,C,2.16,5,31,155,0.034
180109,UAA   ,27.500,190118,P,13.07,10,22,220,0.287
180118,UAA   ,12.500,200117,P,2.73,10,21,210,0.057
180126,UAA   ,15.000,190118,P,3.19,10,22,220,0.070
180209,UPRO  ,124.000,190118,P,26.49,5,33,165,0.437
180118,UVXY  ,2.000,190118,P,0.59,20,27,540,0.032
180205,UVXY  ,50.000,190118,P,39.39,10,30,300,1.182
180206,UVXY  ,33.000,200117,C,16.71,10,21,210,0.351
180206,UVXY  ,5.000,190118,P,2.38,3,93,279,0.066
180209,UVXY  ,53.000,200117,P,45.48,10,24,240,1.092
180209,UVXY  ,53.000,200117,P,45.50,5,30,150,0.682
180220,UVXY  ,52.000,200117,P,44.33,10,25,250,1.108
180320,UVXY  ,16.000,190118,C,6.55,10,20,200,0.131
180321,UVXY  ,33.000,190118,P,21.60,5,24,120,0.259
180118,VIPS  ,14.000,180518,C,3.07,6,38,228,0.070
180118,VIPS  ,14.000,180518,C,3.06,3,73,219,0.067
180118,VIPS  ,14.000,180518,C,3.07,5,23,115,0.035
180123,VIX   ,17.000,180516,P,4.88,10,21,210,0.103
180108,VIXY  ,20.000,180615,C,5.08,1,118,118,0.060
180327,VRX   ,15.000,200117,P,3.35,10,38,380,0.127
180209,VXX   ,42.000,180615,C,18.81,1,146,146,0.275
180209,VXX   ,42.000,180615,C,18.90,2,57,114,0.215
180209,VXX   ,40.000,180615,C,18.26,1,158,158,0.289
180209,VXX   ,40.000,180615,C,17.96,2,57,114,0.205
180214,VXX   ,42.000,180615,C,9.90,1,110,110,0.109
180111,WEN   ,14.000,180518,C,3.65,5,49,245,0.089
180111,WEN   ,14.000,180518,C,3.70,10,20,200,0.074
180111,WEN   ,14.000,180518,C,3.67,1,187,187,0.069
180103,WFT   ,3.000,200117,P,0.67,10,73,730,0.049
180201,WMT   ,80.000,190118,C,27.37,24,20,480,1.314
180117,XOM   ,130.000,190118,P,43.46,10,20,200,0.869
180206,XOM   ,130.000,190118,P,53.18,10,36,360,1.915
180206,XOM   ,125.000,190118,P,47.93,10,20,200,0.959
180207,XOM   ,130.000,190118,P,52.77,10,22,220,1.161
180207,XONE  ,10.000,180817,P,2.52,1,109,109,0.028
180212,XONE  ,10.000,180817,P,2.58,1,106,106,0.027
180112,YINN  ,30.000,180420,C,11.88,1,102,102,0.121
180129,ZION  ,35.000,190118,C,19.63,2,52,104,0.204
180326,ZION  ,35.000,190118,C,17.97,10,32,320,0.575
180403,AKAO  ,17.500,180921,P,6.31,10,26,260,0.164
180406,BPY   ,22.500,180921,P,4.64,5,30,150,0.070
180406,CBOE  ,80.000,200117,C,37.43,1,101,101,0.378
180405,CTL   ,30.000,200117,P,14.83,10,21,210,0.311
180402,FIT   ,3.000,190118,C,1.88,10,25,250,0.047
180403,LFIN  ,5.000,180921,C,6.37,10,22,220,0.140
180405,QQQ   ,134.000,180928,C,29.98,20,22,440,1.319
180405,QQQ   ,133.000,181221,C,32.12,25,20,500,1.606
180403,TSLA  ,100.000,180921,C,165.08,1,111,111,1.832
180402,UCO   ,19.000,190118,C,8.50,8,21,168,0.143
180403,UVXY  ,1.000,190118,C,19.10,25,22,550,1.051
