event_day,symbol,strike,expiration,call_put,price,size_count,total_size,millionD
180410,TSLA  ,300.000,200117,P,76.02,57,202,1.537
180410,UVXY  ,1.000,190118,C,18.30,55,676,1.235
180410,UVXY  ,30.000,190118,P,16.53,36,432,0.714
180410,UVXY  ,20.000,190118,P,8.58,38,684,0.587
180410,UBNT  ,80.000,190118,P,23.35,46,224,0.522
180410,DBX   ,45.000,200117,P,18.51,45,164,0.303
180410,AMD   ,15.000,190118,P,5.35,27,553,0.296
180410,UVXY  ,4.000,200117,C,15.36,22,104,0.160
180410,RENN  ,12.000,181019,P,2.45,30,629,0.154
180410,SQQQ  ,15.000,190118,C,5.28,29,267,0.141
180410,XON   ,10.000,180720,C,7.82,20,120,0.094
180410,GE    ,15.000,200117,P,3.10,21,294,0.091
180410,ADMP  ,5.000,180921,P,2.11,43,287,0.061
180410,FTR   ,8.000,190118,P,1.85,22,260,0.048
180410,SGYP  ,1.000,200117,C,1.15,21,359,0.041
180410,TK    ,10.000,200117,P,3.07,25,121,0.037
180410,MBI   ,7.000,190118,C,2.95,20,113,0.033
180410,FCEL  ,3.000,181019,P,1.45,26,136,0.020
180409,TSLA  ,550.000,190118,P,257.07,21,480,12.324
180409,TSLA  ,600.000,190118,P,298.12,52,329,9.890
180409,UVXY  ,1.000,190118,C,18.26,104,2717,4.963
180409,TSLA  ,300.000,200117,P,76.33,98,220,1.680
180409,SPY   ,215.000,181221,C,53.45,25,207,1.106
180409,INCY  ,115.000,200117,P,50.94,25,116,0.592
180409,BAC   ,45.000,190118,P,14.80,35,300,0.443
180409,UVXY  ,15.000,190118,P,5.14,36,559,0.288
180409,ACAD  ,18.000,200117,C,6.26,20,404,0.254
180409,GG    ,17.000,190118,P,3.52,21,430,0.151
180409,WATT  ,20.000,180817,P,5.89,39,212,0.125
180409,GE    ,18.000,190118,P,5.13,35,231,0.118
180409,GE    ,10.000,190118,C,3.54,23,200,0.071
180409,CBI   ,15.000,180720,P,3.21,23,130,0.042
180409,FTR   ,10.000,180720,P,2.77,31,116,0.032
180406,TSLA  ,550.000,190118,P,253.27,28,1312,33.139
180406,GOOG  ,700.000,200117,C,376.63,56,180,6.815
180406,TSLA  ,300.000,200117,P,76.95,108,248,1.910
180406,CBOE  ,80.000,200117,C,37.48,163,337,1.264
180406,NRG   ,27.000,200117,C,7.76,23,1085,0.841
180406,ORCL  ,30.000,200117,C,16.62,28,214,0.357
180406,AABA  ,55.000,180720,C,13.94,48,245,0.340
180406,MU    ,45.000,181019,C,9.43,21,365,0.338
180406,TWTR  ,37.000,190118,P,10.30,26,303,0.312
180406,QD    ,10.000,180817,C,2.11,39,1380,0.291
180406,BPY   ,22.500,180921,P,4.63,48,330,0.153
180406,AMAT  ,40.000,180720,C,13.17,34,115,0.152
180406,MU    ,47.000,190118,C,9.82,28,124,0.121
180406,IMMU  ,7.000,190118,C,7.92,20,149,0.118
180406,AVEO  ,2.000,180720,C,0.80,31,874,0.070
180406,RENN  ,7.000,180720,C,2.62,103,195,0.051
180406,CBI   ,15.000,180720,P,3.47,49,115,0.040
180406,MNKD  ,2.000,190118,C,0.48,20,423,0.021
180406,JCP   ,3.000,180817,C,0.60,33,335,0.020
180405,TSLA  ,600.000,190118,P,297.69,126,167,4.972
180405,SPY   ,193.000,181231,C,74.73,26,318,2.377
180405,QQQ   ,110.000,181231,C,52.58,39,394,2.072
180405,QQQ   ,133.000,181221,C,32.12,43,631,2.027
180405,QQQ   ,134.000,180928,C,29.99,45,499,1.496
180405,QQQ   ,127.000,180921,C,36.08,24,384,1.385
180405,QQQ   ,127.000,180928,C,36.10,26,366,1.321
180405,QQQ   ,110.000,190118,C,52.78,22,232,1.225
180405,TSLA  ,270.000,200117,P,59.42,38,136,0.810
180405,QQQ   ,129.000,181221,C,35.45,25,220,0.780
180405,QQQ   ,134.000,181221,C,31.37,42,222,0.696
180405,CTL   ,30.000,200117,P,14.83,61,437,0.647
180405,QQQ   ,135.000,181221,C,30.63,20,204,0.625
180405,CTL   ,35.000,200117,P,19.45,29,312,0.606
180405,QQQ   ,128.000,181221,C,36.54,20,145,0.529
180405,ACAD  ,35.000,190118,P,14.17,64,344,0.488
180405,UBNT  ,80.000,180921,P,17.86,29,254,0.457
180405,QQQ   ,136.000,180928,C,27.93,27,142,0.397
180405,MU    ,45.000,190118,C,11.72,93,289,0.343
180405,MU    ,40.000,190118,C,14.87,29,220,0.327
180405,MU    ,50.000,200117,C,13.90,36,206,0.289
180405,TWTR  ,37.000,190118,P,10.36,27,270,0.280
180405,GE    ,40.000,190118,P,26.61,22,101,0.269
180405,AKAO  ,17.500,180921,P,6.40,24,294,0.188
180405,COLL  ,25.000,180921,C,5.21,91,290,0.151
180405,UAA   ,17.500,200117,P,3.96,26,376,0.149
180405,MU    ,40.000,180720,C,11.81,24,118,0.137
180405,MU    ,47.000,190118,C,10.42,48,123,0.127
180405,LFIN  ,20.000,180921,C,5.10,22,153,0.085
180405,CTL   ,20.000,200117,P,6.28,39,100,0.063
180405,AVEO  ,3.000,190118,C,1.03,28,422,0.044
180405,LFIN  ,2.500,180921,P,0.71,63,462,0.031
180405,CCJ   ,10.000,200117,C,2.46,41,113,0.028
180405,AVEO  ,3.000,200117,C,1.11,38,223,0.025
180405,LFIN  ,5.000,180921,P,1.76,27,108,0.019
180404,GOOG  ,700.000,200117,C,365.03,54,250,9.154
180404,QQQ   ,133.000,181221,C,28.71,44,548,1.572
180404,BABA  ,115.000,190118,C,60.37,33,224,1.352
180404,UVXY  ,25.000,190118,C,6.87,52,1260,0.868
180404,CBOE  ,80.000,200117,C,37.85,97,193,0.730
180404,SMH   ,80.000,180817,C,22.83,21,301,0.685
180404,FB    ,150.000,200117,C,31.33,24,199,0.624
180404,QQQ   ,133.000,180928,C,27.01,24,183,0.495
180404,BAC   ,25.000,200117,C,6.85,29,495,0.337
180404,SQ    ,40.000,190118,C,12.37,33,138,0.171
180404,AMD   ,10.000,200117,P,2.60,21,493,0.130
180404,CBI   ,12.500,200117,C,3.18,42,313,0.100
180404,PBR   ,10.000,190118,C,4.06,34,238,0.097
180404,CBI   ,17.500,200117,P,6.23,38,137,0.085
180404,CLDR  ,12.500,181116,C,3.15,24,117,0.036
180404,LFIN  ,2.500,180921,P,0.85,37,294,0.025
180404,EGO   ,1.000,190118,C,0.25,26,504,0.013
180403,GOOG  ,700.000,200117,C,368.73,93,555,20.452
180403,UVXY  ,1.000,190118,C,19.33,219,5989,11.590
180403,SVXY  ,110.000,180921,P,98.65,79,500,4.933
180403,TSLA  ,100.000,180921,C,165.08,112,113,1.865
180403,FB    ,195.000,190118,P,41.87,53,327,1.368
180403,CBOE  ,80.000,200117,C,37.37,148,280,1.045
180403,TSLA  ,270.000,200117,P,68.24,97,128,0.871
180403,CSX   ,45.000,180817,C,11.24,34,662,0.743
180403,IWM   ,95.000,180817,C,55.08,25,134,0.738
180403,LFIN  ,5.000,180921,C,6.33,53,675,0.436
180403,CELG  ,70.000,180720,C,16.67,123,249,0.415
180403,UVXY  ,20.000,190118,C,8.21,27,490,0.404
180403,UVXY  ,6.000,190118,C,14.57,27,276,0.397
180403,SQQQ  ,20.000,190118,C,4.74,55,608,0.287
180403,SPXU  ,15.000,200117,P,5.94,43,420,0.249
180403,AKAO  ,17.500,180921,P,6.31,44,345,0.217
180403,GE    ,10.000,200117,C,4.15,31,521,0.216
180403,QID   ,13.000,200117,P,3.03,60,509,0.156
180403,GG    ,10.000,190118,C,4.12,27,376,0.155
180403,AMD   ,7.000,190118,C,3.17,23,448,0.141
180403,TELL  ,12.500,181019,P,5.45,20,167,0.091
180403,TWTR  ,25.000,190118,C,7.00,26,128,0.089
180403,ORCL  ,38.000,180921,C,7.96,22,108,0.086
180403,AMD   ,10.000,200117,C,2.59,22,300,0.079
180403,GE    ,10.000,190118,C,3.52,20,179,0.063
180403,HMNY  ,2.500,200117,C,1.10,26,567,0.060
180403,AKS   ,4.000,190118,C,1.21,27,480,0.058
180403,WATT  ,15.000,200117,C,4.52,20,108,0.049
180403,ESV   ,5.000,180921,P,1.05,20,372,0.039
180403,MUX   ,2.000,190118,C,0.60,21,146,0.009
180402,SVXY  ,110.000,180921,P,98.59,31,515,5.077
180402,TSLA  ,300.000,190118,P,78.96,36,149,1.170
180402,WB    ,95.000,190118,C,30.91,35,326,1.003
180402,VXX   ,61.000,190118,C,13.04,73,551,0.723
180402,EPD   ,37.000,190118,P,13.63,22,426,0.581
180402,UVXY  ,20.000,190118,C,9.26,27,592,0.552
180402,UVXY  ,10.000,190118,C,12.82,26,374,0.478
180402,MNKD  ,10.000,200117,P,8.43,23,564,0.476
180402,UVXY  ,25.000,190118,C,8.01,49,558,0.447
180402,VXX   ,62.000,190118,C,12.73,38,345,0.439
180402,BAC   ,15.000,190118,C,14.14,38,302,0.426
180402,AMD   ,10.000,200117,C,2.74,47,1221,0.335
180402,VIPS  ,10.000,190118,C,6.92,23,466,0.322
180402,UCO   ,19.000,190118,C,8.50,31,258,0.219
180402,MU    ,50.000,200117,C,14.22,20,145,0.203
180402,TWTR  ,27.000,190118,C,6.02,25,283,0.170
180402,BAC   ,25.000,190118,C,5.58,28,302,0.169
180402,BB    ,10.000,190118,C,2.21,37,647,0.140
180402,VXX   ,60.000,190118,C,12.91,31,107,0.138
180402,VIPS  ,15.000,190118,C,3.65,21,287,0.104
180402,INTC  ,42.000,190118,C,9.32,45,103,0.094
180402,TWTR  ,32.000,180921,P,6.42,23,142,0.092
180402,FIT   ,3.000,190118,C,1.88,30,322,0.061
180402,NOK   ,5.000,200117,C,1.07,23,382,0.041
180329,SVXY  ,110.000,180921,P,98.50,46,500,4.925
180329,C     ,85.000,200117,P,19.03,86,708,1.347
180329,TSLA  ,300.000,180921,P,60.08,27,190,1.168
180329,NVDA  ,200.000,180921,C,44.01,257,257,1.131
180329,SPY   ,210.000,190118,C,58.80,20,119,0.699
180329,CMCSA ,27.500,181019,C,7.10,26,753,0.535
180329,CELG  ,75.000,190118,C,20.14,151,255,0.515
180329,INTC  ,40.000,200117,C,13.38,60,306,0.410
180329,NTNX  ,57.500,190118,P,14.48,36,269,0.391
180329,MU    ,50.000,190118,C,10.10,52,383,0.389
180329,QQQ   ,134.000,180921,C,28.29,26,130,0.368
180329,BB    ,7.500,200117,C,5.05,26,429,0.216
180329,CBI   ,22.500,200117,P,9.72,45,191,0.186
180329,KNDI  ,15.000,200117,P,10.92,22,162,0.177
180329,DBX   ,40.000,181019,P,10.27,92,147,0.152
180329,AKRX  ,20.000,180921,C,4.40,20,250,0.110
180329,OPK   ,10.000,200117,P,6.85,20,140,0.096
180328,TSLA  ,200.000,190118,C,81.03,59,394,3.192
180328,TSLA  ,360.000,190118,P,114.96,23,129,1.482
180328,TSLA  ,300.000,190118,P,71.25,29,181,1.312
180328,UVXY  ,30.000,190118,P,16.76,48,756,1.268
180328,TSLA  ,280.000,190118,P,59.25,40,180,1.075
180328,TSLA  ,300.000,180921,P,61.15,30,161,1.025
180328,FB    ,195.000,190118,P,44.41,25,212,0.941
180328,TSLA  ,250.000,190118,C,53.76,40,171,0.926
180328,NVDA  ,200.000,190118,C,47.60,21,147,0.708
180328,UVXY  ,30.000,200117,P,19.68,22,345,0.679
180328,QQQ   ,133.000,180921,C,28.68,34,232,0.666
180328,SQ    ,40.000,190118,C,13.18,23,490,0.655
180328,TSLA  ,230.000,200117,P,53.65,21,111,0.598
180328,BAC   ,15.000,190118,C,14.59,66,310,0.452
180328,TWTR  ,40.000,190118,P,13.20,21,307,0.405
180328,BOIL  ,21.000,200117,C,8.66,25,406,0.355
180328,UVXY  ,6.000,190118,C,14.51,20,238,0.347
180328,MU    ,50.000,190118,C,10.30,45,320,0.331
180328,C     ,85.000,200117,P,19.40,64,169,0.328
180328,GE    ,18.000,190118,P,4.60,75,515,0.236
180328,SQ    ,45.000,190118,C,10.12,31,188,0.191
180328,MOMO  ,30.000,180720,C,7.60,27,187,0.147
180328,GE    ,10.000,190118,C,4.00,28,356,0.145
180328,BAC   ,25.000,190118,C,5.81,23,244,0.143
180328,GE    ,13.000,200117,C,2.79,30,456,0.130
180328,AMD   ,10.000,200117,C,2.85,21,403,0.115
180328,GE    ,10.000,200117,C,4.46,45,236,0.105
180328,GERN  ,6.000,180921,P,2.98,41,296,0.089
180328,AQXP  ,7.500,181019,P,2.14,33,109,0.024
180327,BAC   ,15.000,190118,C,15.27,54,1043,1.590
180327,TSLA  ,300.000,200117,C,71.82,31,217,1.561
180327,AAL   ,95.000,200117,P,44.74,92,314,1.404
180327,ZION  ,37.000,190118,C,16.35,71,702,1.155
180327,AFL   ,33.750,190118,C,11.00,36,944,1.039
180327,XOM   ,120.000,190621,P,45.97,43,220,1.012
180327,AAL   ,80.000,190118,P,28.19,135,309,0.872
180327,TWTR  ,42.000,190118,P,13.28,59,653,0.859
180327,ZION  ,38.000,200117,C,16.63,59,500,0.834
180327,NVDA  ,200.000,190118,C,53.75,39,154,0.824
180327,UVXY  ,3.000,200117,C,15.36,60,391,0.599
180327,FB    ,150.000,200117,C,34.40,26,168,0.578
180327,XOM   ,120.000,200117,P,46.07,28,120,0.553
180327,TEVA  ,15.000,190118,C,3.71,73,1450,0.538
180327,AIG   ,45.000,200117,C,12.95,32,400,0.516
180327,MU    ,50.000,190118,C,11.40,51,425,0.497
180327,C     ,95.000,190621,P,25.17,37,189,0.476
180327,C     ,95.000,200117,P,26.20,41,176,0.461
180327,FB    ,140.000,190118,C,30.98,27,137,0.452
180327,GE    ,10.000,200117,C,4.64,43,826,0.384
180327,UVXY  ,7.000,200117,C,12.83,32,295,0.377
180327,MU    ,55.000,200117,C,14.44,26,223,0.320
180327,BOIL  ,21.000,200117,C,8.60,39,325,0.284
180327,GE    ,13.000,200117,C,2.75,64,856,0.241
180327,INTC  ,45.000,200117,C,11.34,42,190,0.212
180327,MSFT  ,77.500,190118,C,19.69,24,106,0.209
180327,UVXY  ,8.000,200117,C,12.34,30,155,0.191
180327,MSFT  ,80.000,190118,C,16.01,23,114,0.187
180327,GE    ,20.000,190118,P,6.55,32,276,0.179
180327,CLDR  ,17.500,180817,C,5.48,20,315,0.173
180327,VRX   ,15.000,200117,P,3.35,60,482,0.162
180327,INTC  ,40.000,200117,C,14.73,21,106,0.156
180327,TWTR  ,30.000,200117,C,8.31,20,186,0.153
180327,TWTR  ,27.000,190118,C,6.86,48,214,0.145
180327,AQXP  ,7.500,181019,P,1.62,354,788,0.140
180327,AMD   ,10.000,190118,C,2.05,50,655,0.133
180327,TWTR  ,25.000,190118,C,7.97,31,163,0.125
180327,BAC   ,25.000,190118,C,6.17,21,197,0.124
180327,AMD   ,10.000,200117,C,3.04,33,355,0.108
180327,AQXP  ,10.000,181019,P,2.28,253,442,0.104
180327,CBI   ,12.500,200117,C,4.02,24,224,0.091
180327,BOIL  ,22.000,200117,C,8.07,70,106,0.086
180327,GE    ,18.000,190118,P,4.68,36,156,0.075
180327,GERN  ,5.000,180921,C,1.80,31,361,0.065
180327,CBI   ,17.500,200117,P,4.78,24,130,0.062
180327,MEET  ,2.000,181116,P,0.45,43,826,0.037
180327,FTR   ,6.000,180720,C,1.42,44,148,0.021
180326,FB    ,150.000,200117,C,34.02,163,792,2.708
180326,FB    ,155.000,200117,C,31.23,177,655,2.046
180326,FB    ,240.000,191220,P,85.67,99,226,1.937
180326,NFLX  ,400.000,190118,P,103.07,111,174,1.795
180326,MU    ,50.000,190118,C,12.45,80,934,1.178
180326,QQQ   ,134.000,180629,C,29.79,21,381,1.133
180326,AAL   ,100.000,200117,P,48.55,36,204,0.990
180326,QQQ   ,125.000,180720,C,38.44,27,251,0.965
180326,ZION  ,35.000,190118,C,17.94,78,505,0.905
180326,QQQ   ,135.000,180720,C,29.30,29,285,0.834
180326,NFLX  ,280.000,190118,C,67.48,45,119,0.804
180326,AIG   ,45.000,200117,C,12.73,65,610,0.772
180326,FB    ,225.000,191220,P,70.82,47,104,0.737
180326,FB    ,100.000,190118,C,59.52,22,112,0.670
180326,C     ,95.000,200117,P,26.74,67,240,0.641
180326,QQQ   ,132.000,180629,C,31.36,24,191,0.598
180326,FB    ,130.000,190118,C,35.30,26,148,0.508
180326,GE    ,10.000,200117,C,4.13,73,1208,0.501
180326,FB    ,140.000,190118,C,28.98,49,162,0.472
180326,FB    ,190.000,190118,P,39.10,57,120,0.469
180326,ZION  ,37.000,190118,C,16.40,32,271,0.441
180326,DAL   ,45.000,190118,C,12.00,25,250,0.300
180326,AMD   ,10.000,190118,C,2.17,68,964,0.210
180326,MU    ,45.000,190118,C,14.94,21,120,0.178
180326,MU    ,60.000,200117,C,12.87,26,130,0.167
180326,SQQQ  ,15.000,190118,C,5.32,41,290,0.154
180326,SQQQ  ,20.000,180921,P,4.73,22,205,0.097
180326,CYH   ,5.000,190118,P,1.65,39,488,0.081
180326,GE    ,18.000,190118,P,5.25,21,132,0.069
180326,GE    ,10.000,190118,C,3.57,24,141,0.050
180326,CSIQ  ,15.000,180720,C,3.15,25,133,0.042
180326,NGD   ,2.000,200117,P,0.45,21,691,0.031
180323,AMZN  ,1200.000,190118,C,383.16,56,442,16.853
180323,AMZN  ,1250.000,190118,C,346.12,26,383,13.223
180323,BAC   ,15.000,190118,C,15.06,86,2037,3.104
180323,SVXY  ,110.000,180921,P,98.10,28,304,2.982
180323,BAC   ,17.000,190118,C,13.46,25,1216,1.630
180323,C     ,40.000,190118,C,28.62,27,571,1.628
180323,AFL   ,33.750,190118,C,11.42,56,1360,1.553
180323,ZION  ,37.000,190118,C,15.87,91,877,1.395
180323,AAL   ,95.000,200117,P,43.53,130,264,1.147
180323,AIG   ,45.000,200117,C,12.66,84,904,1.145
180323,ZION  ,38.000,200117,C,16.49,61,612,1.004
180323,MU    ,50.000,190118,C,12.79,93,776,0.989
180323,BRKB  ,150.000,200117,C,61.45,20,154,0.949
180323,NVDA  ,200.000,190118,C,56.97,22,126,0.732
180323,LFIN  ,40.000,180921,C,29.07,34,219,0.654
180323,C     ,95.000,200117,P,26.99,64,237,0.639
180323,FB    ,160.000,200117,C,32.70,35,181,0.593
180323,TWTR  ,27.000,190118,C,8.24,31,626,0.516
180323,BABA  ,150.000,190118,C,43.13,21,113,0.497
180323,MU    ,40.000,190118,C,18.86,38,259,0.484
180323,GE    ,13.000,200117,C,2.65,86,1727,0.459
180323,BAC   ,25.000,190118,C,6.04,60,753,0.456
180323,DAL   ,45.000,190118,C,12.29,33,346,0.425
180323,MU    ,70.000,190118,P,18.71,45,212,0.399
180323,MU    ,60.000,200117,C,13.59,30,284,0.383
180323,MU    ,40.000,180720,C,16.60,25,207,0.342
180323,JBLU  ,15.000,190118,C,6.77,34,489,0.332
180323,GILD  ,55.000,200117,C,22.41,29,137,0.309
180323,X     ,32.000,200117,P,6.76,26,458,0.309
180323,GE    ,23.000,190118,P,9.63,61,314,0.302
180323,GE    ,10.000,200117,C,4.41,33,656,0.288
180323,MU    ,50.000,181019,C,11.51,24,231,0.266
180323,LFIN  ,45.000,180921,C,24.14,22,104,0.249
180323,MU    ,55.000,200117,C,15.33,35,155,0.238
180323,MU    ,52.500,190118,C,11.67,28,191,0.221
180323,MU    ,45.000,190118,C,15.65,28,129,0.200
180323,BAC   ,27.000,200117,C,6.13,23,332,0.198
180323,LFIN  ,30.000,180921,P,7.57,48,209,0.158
180323,BAC   ,35.000,200117,P,7.38,24,206,0.152
180323,C     ,60.000,190118,C,12.14,24,121,0.151
180323,AMD   ,10.000,190118,C,2.43,23,431,0.105
180323,ETSY  ,25.000,200117,C,8.50,31,100,0.085
180323,GDX   ,18.000,180921,C,4.66,26,166,0.077
180323,RMTI  ,5.000,180817,C,1.05,24,488,0.051
180323,AUY   ,3.500,181019,P,0.86,24,559,0.048
180323,AMRN  ,3.500,190118,C,1.11,29,423,0.047
180323,AMRN  ,2.000,190118,C,1.75,26,110,0.019
180323,EGO   ,1.000,190118,C,0.25,52,503,0.013
180323,MUX   ,2.000,190118,P,0.40,22,220,0.009
180323,PLUG  ,2.000,190118,P,0.55,31,174,0.009
180323,NGD   ,2.000,200117,P,0.45,52,127,0.006
180322,GOOG  ,700.000,200117,C,414.01,40,175,7.248
180322,SVXY  ,110.000,180921,P,97.80,58,334,3.267
180322,AFL   ,33.750,190118,C,11.80,54,1767,2.084
180322,BRKB  ,150.000,200117,C,63.14,20,205,1.297
180322,JPM   ,75.000,190118,C,37.27,23,301,1.129
180322,BAC   ,15.000,190118,C,15.95,20,625,1.003
180322,MU    ,50.000,190118,C,15.83,46,562,0.891
180322,ZION  ,37.000,190118,C,17.60,62,499,0.877
180322,QQQ   ,129.000,180629,C,37.32,29,210,0.784
180322,ZION  ,38.000,200117,C,17.50,36,400,0.700
180322,QQQ   ,130.000,180629,C,35.76,34,163,0.583
180322,GE    ,13.000,200117,C,2.82,93,1440,0.406
180322,MU    ,50.000,180720,C,12.40,30,302,0.373
180322,MU    ,70.000,200117,P,20.23,52,182,0.368
180322,GE    ,10.000,200117,C,4.73,29,750,0.357
180322,LFIN  ,40.000,180921,C,20.88,24,156,0.327
180322,KMI   ,22.000,200117,P,7.37,20,284,0.209
180322,TWTR  ,25.000,190118,C,9.54,26,206,0.197
180322,KMI   ,20.000,200117,P,5.78,48,326,0.189
180322,MU    ,55.000,190118,C,13.10,34,131,0.173
180322,BAC   ,27.000,190118,C,5.58,26,218,0.123
180322,VXX   ,40.000,190118,P,10.24,23,108,0.110
180322,KMI   ,13.000,200117,C,3.47,25,290,0.101
180322,SVXY  ,10.000,190118,C,2.93,21,248,0.072
180322,BB    ,12.000,190118,C,2.64,47,167,0.044
180322,CLF   ,7.000,190118,C,1.43,41,279,0.040
180322,GERN  ,5.000,180921,C,2.07,35,189,0.039
180322,GERN  ,6.000,180921,C,1.76,27,141,0.026
180321,SVXY  ,110.000,180921,P,97.13,38,308,2.994
180321,BAC   ,17.000,190118,C,15.35,25,1024,1.572
180321,BAC   ,15.000,190118,C,17.31,21,881,1.527
180321,ZION  ,37.000,190118,C,18.81,64,642,1.207
180321,FB    ,140.000,190118,C,37.48,32,251,0.916
180321,ZION  ,38.000,200117,C,18.60,30,404,0.750
180321,FB    ,150.000,200117,C,42.37,25,154,0.666
180321,C     ,90.000,200117,P,19.71,53,305,0.601
180321,UVXY  ,33.000,190118,P,21.78,57,258,0.562
180321,MU    ,55.000,190118,C,14.33,41,285,0.408
180321,FB    ,150.000,190118,C,32.06,40,119,0.378
180321,AABA  ,70.000,190118,C,14.02,21,253,0.354
180321,PAAS  ,22.000,200117,P,7.75,22,405,0.313
180321,GE    ,10.000,200117,C,4.82,41,619,0.298
180321,AMAT  ,50.000,180720,C,12.23,22,241,0.297
180321,AGO   ,50.000,181019,P,14.82,21,189,0.280
180321,MU    ,70.000,190118,P,15.43,20,126,0.195
180321,DO    ,22.500,180921,P,7.17,42,193,0.139
180321,XON   ,22.000,190118,P,7.07,23,140,0.099
180321,SPWR  ,5.000,190118,C,3.27,81,294,0.097
180321,DBVT  ,17.500,190118,C,7.79,22,105,0.082
180321,PBR   ,10.000,190118,C,5.00,63,102,0.051
180321,SBGL  ,5.000,180720,P,1.15,24,382,0.044
180321,GERN  ,5.000,180921,C,1.37,22,158,0.022
180321,MUX   ,2.000,190118,P,0.45,24,331,0.015
180320,FB    ,100.000,190118,C,70.03,33,772,5.534
180320,BAC   ,40.000,200117,P,8.87,216,2095,1.858
180320,C     ,95.000,200117,P,23.78,74,479,1.139
180320,FB    ,160.000,200117,C,33.95,83,327,1.117
180320,FB    ,150.000,200117,C,40.21,76,235,0.944
180320,FB    ,130.000,190118,C,44.20,23,209,0.921
180320,FB    ,140.000,190118,C,35.81,42,243,0.857
180320,GE    ,10.000,200117,C,4.80,92,1383,0.662
180320,MU    ,70.000,200117,P,19.58,51,304,0.597
180320,TWTR  ,30.000,190118,C,7.28,89,745,0.560
180320,TWTR  ,25.000,190118,C,9.88,55,502,0.492
180320,C     ,100.000,200117,P,27.97,28,172,0.481
180320,MU    ,50.000,180720,C,13.72,55,303,0.417
180320,IYR   ,100.000,190118,P,25.68,26,154,0.395
180320,TWTR  ,35.000,200117,C,7.74,46,439,0.342
180320,ORCL  ,40.000,200117,C,10.77,30,313,0.336
180320,AAOI  ,40.000,180921,P,15.95,22,197,0.313
180320,TWTR  ,20.000,190118,C,12.90,71,236,0.312
180320,ATUS  ,30.000,180921,P,10.63,29,260,0.275
180320,ORCL  ,30.000,200117,C,18.77,37,121,0.227
180320,MO    ,47.500,200117,C,15.66,27,130,0.203
180320,SPWR  ,5.000,190118,C,3.08,141,667,0.202
180320,BAC   ,40.000,190621,P,8.33,22,220,0.183
180320,UVXY  ,16.000,190118,C,6.57,36,258,0.169
180320,MU    ,55.000,190118,C,14.32,25,109,0.157
180320,TWTR  ,30.000,180921,C,6.02,42,226,0.136
180320,SPWR  ,10.000,190118,P,3.64,50,367,0.134
180320,GE    ,13.000,200117,C,2.93,69,418,0.124
180320,WATT  ,12.500,190118,C,6.13,24,201,0.123
180320,AMD   ,10.000,200117,C,3.61,27,335,0.121
180320,AMD   ,10.000,190118,C,2.72,20,418,0.116
180320,UVXY  ,17.000,190118,C,6.30,25,172,0.109
180320,AMD   ,10.000,180720,C,2.00,27,274,0.055
180320,GE    ,10.000,190118,C,4.20,21,114,0.048
180320,DERM  ,8.000,180921,C,2.49,32,189,0.047
180319,AMZN  ,1300.000,180921,C,299.98,21,122,3.639
180319,FB    ,100.000,190118,C,76.11,27,460,3.484
180319,SVXY  ,110.000,180921,P,97.26,30,272,2.648
180319,AFL   ,33.750,190118,C,11.69,92,2000,2.338
180319,AAPL  ,150.000,190118,C,31.98,39,380,1.232
180319,GE    ,10.000,200117,C,5.08,158,1913,0.971
180319,FB    ,170.000,200117,C,34.69,58,257,0.884
180319,FB    ,150.000,200117,C,46.12,53,159,0.731
180319,GE    ,25.000,190118,P,10.93,205,603,0.659
180319,MU    ,50.000,190118,C,16.33,64,399,0.645
180319,SNAP  ,15.000,200117,P,3.44,57,1815,0.623
180319,TWTR  ,47.000,190118,P,14.15,37,418,0.600
180319,FB    ,150.000,190118,C,35.40,43,159,0.563
180319,MAT   ,17.000,180720,P,4.10,64,1151,0.472
180319,FB    ,140.000,190118,C,42.79,28,111,0.467
180319,TWTR  ,30.000,190118,C,8.98,38,446,0.400
180319,VXX   ,40.000,190118,P,10.89,42,282,0.314
180319,MU    ,60.000,200117,C,16.37,21,188,0.313
180319,INCY  ,85.000,200117,C,24.33,26,121,0.295
180319,TAL   ,40.000,200117,P,8.98,27,302,0.271
180319,MU    ,45.000,190118,C,19.23,22,133,0.254
180319,BAC   ,25.000,190118,C,7.94,34,300,0.239
180319,DO    ,20.000,180921,P,5.69,90,400,0.228
180319,MU    ,55.000,190118,C,13.50,27,151,0.206
180319,DO    ,22.500,180921,P,8.04,50,249,0.200
180319,VXX   ,44.000,180921,C,10.02,31,156,0.160
180319,VXX   ,41.000,180921,C,10.76,54,144,0.153
180319,GE    ,13.000,200117,C,3.13,28,484,0.151
180319,TWTR  ,30.000,180921,C,8.08,41,141,0.113
180319,CLMT  ,10.000,190118,P,3.16,26,280,0.088
180319,SQQQ  ,14.000,200117,P,3.61,21,186,0.067
180319,GE    ,18.000,190118,P,4.14,32,150,0.062
180319,AMRS  ,7.500,180921,P,1.75,22,300,0.053
180319,KODK  ,5.000,180720,P,1.10,22,308,0.034
180319,FTR   ,6.000,180720,C,1.30,25,100,0.013
180316,OSTK  ,70.000,180921,P,29.89,302,1652,4.902
180316,AFL   ,67.500,190118,C,23.86,27,810,1.933
180316,RUSL  ,50.000,180921,C,15.13,227,603,0.912
180316,MU    ,50.000,180720,C,12.97,35,448,0.581
180316,TWTR  ,30.000,180921,C,8.59,222,665,0.570
